label_type,overlap_rows,avg_used_rows_excluding_both_empty,avg_dropped_rows_both_empty,lexical_guard,bm25_threshold,embed_threshold,hybrid_threshold,alpha,total_p1_items,total_p2_items,overlap_total_exact_p1,overlap_total_exact_p2,overlap_total_bm25_p1,overlap_total_bm25_p2,overlap_total_embed_p1,overlap_total_embed_p2,overlap_total_hybrid_p1,overlap_total_hybrid_p2,avg_p1_count,avg_p2_count,avg_exact_ratio_p1,avg_exact_ratio_p2,avg_bm25_ratio_p1,avg_bm25_ratio_p2,avg_embed_ratio_p1,avg_embed_ratio_p2,avg_hybrid_ratio_p1,avg_hybrid_ratio_p2,total_p1_merge_exact,total_p2_merge_exact,overlap_total_merge_exact,total_p1_merge_bm25,total_p2_merge_bm25,overlap_total_merge_bm25,total_p1_merge_embed,total_p2_merge_embed,overlap_total_merge_embed,total_p1_merge_hybrid,total_p2_merge_hybrid,overlap_total_merge_hybrid,avg_ratio_p1_merge_exact,avg_ratio_p2_merge_exact,avg_ratio_p1_merge_bm25,avg_ratio_p2_merge_bm25,avg_ratio_p1_merge_embed,avg_ratio_p2_merge_embed,avg_ratio_p1_merge_hybrid,avg_ratio_p2_merge_hybrid
must_have,32,29,3,True,1.5,0.72,0.69,0.75,219,183,91,91,150,153,147,150,156,158,7.551724137931035,6.310344827586207,0.28731030037141686,0.31278940092547997,0.5514779375018373,0.5794225436301458,0.5508986636467014,0.6017405512929809,0.622131102982589,0.6755911260056247,219,183,91,208,169,139,218,179,146,216,178,153,0.28731030037141686,0.31278940092547997,0.5382123623502933,0.5722421256904016,0.5508986636467014,0.6003962034134448,0.6192919242813414,0.6742467781260885
